과제,조모임,학점 비율,출결,시험 횟수,name,prof
보통,없음,비율 채워줌,직접호명,두 번,화폐금융론,김현학
보통,보통,비율 채워줌,지정좌석,두 번,화폐금융론,장덕주
없음,없음,비율 채워줌,직접호명,두 번,응용미시경제학,박진우
없음,없음,매우 깐깐함,직접호명,두 번,경제자료분석과예측,윤가원
보통,없음,비율 채워줌,직접호명,한 번,정치경제학,조원희
보통,보통,비율 채워줌,직접호명,한 번,법과시장,박진우
없음,없음,F 폭격기,직접호명,두 번,재무경제학,윤가원
없음,없음,비율 채워줌,직접호명,두 번,기술혁신과기업경쟁력,김인걸
없음,없음,비율 채워줌,직접호명,두 번,인사관리의경제학,류재우
보통,없음,비율 채워줌,직접호명,두 번,인사관리의경제학,오호영
없음,없음,F 폭격기,직접호명,한 번,경제학세미나,조원희
없음,없음,비율 채워줌,직접호명,두 번,경제수학,김진일
없음,없음,비율 채워줌,직접호명,두 번,경제수학,문성배
없음,없음,학점느님,직접호명,두 번,경제수학,박용근
보통,없음,비율 채워줌,직접호명,두 번,경제학원론2,송치영
없음,없음,비율 채워줌,지정좌석,두 번,경제학원론2,강재형
없음,없음,비율 채워줌,반영안함,두 번,경제학원론2,강신돈
없음,없음,비율 채워줌,직접호명,두 번,미시경제학,강재형
없음,없음,비율 채워줌,직접호명,두 번,금융원론,예종홍
보통,없음,비율 채워줌,직접호명,두 번,금융원론,남광희
없음,없음,비율 채워줌,직접호명,세 번,기업과산업의이해,문성배
없음,없음,매우 깐깐함,지정좌석,두 번,기업과산업의이해,이한근
없음,없음,학점느님,반영안함,두 번,예술통상학,김재준
많음,없음,매우 깐깐함,직접호명,한 번,국제물류와무역,박덕배
보통,보통,비율 채워줌,직접호명,두 번,국제경제의변동과성장,남광희
없음,없음,매우 깐깐함,직접호명,두 번,통상협상론,손정수
없음,없음,비율 채워줌,직접호명,두 번,Globalization의이해,김진일
보통,보통,비율 채워줌,직접호명,한 번,국제자본이동의이해,송치영
없음,없음,비율 채워줌,직접호명,두 번,무역영어,김태훈
없음,없음,비율 채워줌,직접호명,두 번,금융시장과금융기관,예종홍
보통,없음,학점느님,반영안함,두 번,신소재공학입문II,최웅
없음,없음,비율 채워줌,직접호명,두 번,신소재공학입문II,이노현
없음,보통,매우 깐깐함,직접호명,두 번,창업연계공학설계입문,남호석
보통,많음,비율 채워줌,직접호명,한 번,창업연계공학설계입문,조기섭
보통,보통,학점느님,직접호명,한 번,창업연계공학설계입문,이노현
없음,보통,학점느님,직접호명,없음,사제동행세미나,최희만
없음,없음,학점느님,혼용,없음,사제동행세미나,이미정
보통,없음,매우 깐깐함,직접호명,두 번,금속재료구조및결함,김용석
보통,없음,비율 채워줌,직접호명,두 번,열역학,이재봉
없음,없음,비율 채워줌,직접호명,두 번,금속상평형및미세구조,남원종
보통,없음,매우 깐깐함,직접호명,없음,신소재기초실험II,최희만
보통,없음,비율 채워줌,직접호명,두 번,유기재료공학,이현정
없음,없음,학점느님,직접호명,두 번,철강재료,조기섭
보통,없음,비율 채워줌,직접호명,두 번,반도체공학,이미정
보통,보통,비율 채워줌,반영안함,두 번,세라믹공학,최웅
보통,없음,매우 깐깐함,직접호명,두 번,고분자공학,김진열
많음,많음,비율 채워줌,직접호명,없음,공학설계,이성민
보통,없음,학점느님,직접호명,한 번,공업교재연구및지도법,김정식
많음,많음,학점느님,직접호명,한 번,창업연계융합설계,홍정표
보통,없음,비율 채워줌,직접호명,두 번,디스플레이공학,김진열
보통,보통,비율 채워줌,직접호명,한 번,나노전자소자,이미정
없음,없음,비율 채워줌,직접호명,두 번,재료기기분석,이노현
보통,보통,학점느님,직접호명,없음,창업연계융합종합설계Ⅱ,박용종
없음,없음,비율 채워줌,반영안함,두 번,정역학,최형집
보통,없음,비율 채워줌,직접호명,두 번,정역학,김문호
없음,없음,매우 깐깐함,직접호명,두 번,전산학실습(공학인증),장경진
보통,보통,비율 채워줌,직접호명,두 번,기계재료학,이기성
없음,없음,학점느님,직접호명,두 번,기계재료학,김승권
보통,없음,비율 채워줌,전자출결,두 번,수치해석,장영수
많음,없음,비율 채워줌,직접호명,두 번,유체역학,한화택
없음,없음,비율 채워줌,직접호명,두 번,유체역학,명현국
없음,없음,비율 채워줌,전자출결,두 번,동역학,정재일
많음,없음,매우 깐깐함,직접호명,두 번,동역학,조백규
없음,없음,비율 채워줌,전자출결,두 번,동역학,김태호
없음,없음,학점느님,직접호명,두 번,응용열역학,박경근
보통,없음,학점느님,직접호명,없음,사제동행세미나,명현국
보통,없음,학점느님,직접호명,없음,사제동행세미나,강병하
보통,보통,학점느님,직접호명,없음,사제동행세미나,김강
없음,없음,학점느님,직접호명,없음,사제동행세미나,김태호
보통,없음,비율 채워줌,직접호명,두 번,응용고체역학,이용신
없음,없음,비율 채워줌,반영안함,두 번,응용고체역학,최형집
많음,없음,비율 채워줌,직접호명,없음,제작실습,김강
많음,없음,학점느님,직접호명,두 번,열전달,김석현
보통,없음,비율 채워줌,직접호명,두 번,자동제어,임시형
보통,없음,비율 채워줌,직접호명,두 번,자동제어,조백규
보통,없음,학점느님,직접호명,두 번,진동공학,김태호
많음,보통,비율 채워줌,직접호명,한 번,기계시스템공학실험,한화택
보통,보통,비율 채워줌,지정좌석,두 번,응용열전달,안준
없음,없음,학점느님,직접호명,두 번,재료강도및파괴,최형집
없음,없음,학점느님,직접호명,두 번,생산자동화,김주현
보통,보통,매우 깐깐함,직접호명,없음,캡스톤디자인II,한화택
없음,보통,학점느님,직접호명,없음,캡스톤디자인II,김주현
없음,없음,학점느님,반영안함,두 번,마이크로나노재료거동학,이기성
많음,많음,학점느님,반영안함,두 번,휴먼테크놀로지디자인II,이기성
없음,없음,비율 채워줌,직접호명,네 번 이상,정역학,이영기
많음,많음,F 폭격기,직접호명,없음,창업연계공학설계입문,김석명
보통,보통,학점느님,직접호명,없음,사제동행세미나,김석명
보통,없음,비율 채워줌,직접호명,두 번,구조역학I,홍기증
보통,없음,학점느님,직접호명,두 번,상수도공학,손진식
보통,없음,비율 채워줌,직접호명,두 번,수리학I,김효섭
없음,없음,학점느님,직접호명,두 번,토질역학I,김현기
보통,없음,F 폭격기,직접호명,두 번,환경생태학,최용준
보통,없음,매우 깐깐함,직접호명,두 번,전산응용,오창국
없음,없음,비율 채워줌,직접호명,없음,구조내진설계,홍기증
많음,많음,학점느님,직접호명,한 번,글로벌지반엔지니어링,김현기
없음,보통,매우 깐깐함,직접호명,한 번,해외건설실무영어,김소희
보통,없음,비율 채워줌,직접호명,두 번,강구조이론및설계,배두병
보통,보통,학점느님,직접호명,한 번,환경공학실험,한지희
보통,없음,비율 채워줌,직접호명,두 번,콘크리트재료학및실험,최석환
보통,없음,비율 채워줌,직접호명,두 번,철근콘크리트설계II,최석환
없음,없음,비율 채워줌,직접호명,두 번,물리화학적처리,김동하
보통,보통,비율 채워줌,직접호명,두 번,수질오염,이상호
많음,없음,매우 깐깐함,직접호명,두 번,정역학,한건수
없음,없음,비율 채워줌,직접호명,두 번,자동차재료학,김흥규
보통,없음,비율 채워줌,직접호명,두 번,자동차재료학,정경훈
없음,없음,학점느님,직접호명,두 번,유체역학,최웅철
많음,없음,비율 채워줌,직접호명,두 번,유체역학,김재욱
보통,없음,비율 채워줌,직접호명,두 번,메커니즘설계,이상범
많음,보통,학점느님,직접호명,한 번,자동차기능실습,박기홍
보통,보통,비율 채워줌,직접호명,한 번,자동차기능실습,신성환
없음,없음,학점느님,직접호명,두 번,동역학,국형석
보통,없음,학점느님,직접호명,두 번,동역학,신성환
많음,많음,매우 깐깐함,직접호명,두 번,확률및통계,장현수
보통,없음,학점느님,직접호명,두 번,확률및통계,이강준
보통,없음,비율 채워줌,전자출결,두 번,전자회로,이강준
보통,없음,비율 채워줌,직접호명,두 번,내연기관,조용석
보통,없음,매우 깐깐함,직접호명,두 번,내연기관,이성욱
보통,없음,매우 깐깐함,반영안함,두 번,구동및제동시스템,허승진
없음,없음,학점느님,직접호명,두 번,열전달,김승권
없음,없음,학점느님,직접호명,두 번,자동차구조해석,김흥규
많음,없음,매우 깐깐함,직접호명,없음,자동차융합실험II,허승진
보통,보통,학점느님,직접호명,두 번,자동차융합실험II,장시열
없음,없음,비율 채워줌,직접호명,두 번,소음공학,국형석
없음,없음,매우 깐깐함,직접호명,두 번,마이크로프로세서응용,이강준
없음,없음,학점느님,직접호명,한 번,KMU-BOSCH자동차기능실습,박기홍
보통,보통,비율 채워줌,직접호명,두 번,KMU-GMK자동차정비이론및실무,정경훈
보통,없음,매우 깐깐함,직접호명,없음,사제동행세미나,허승진
없음,없음,학점느님,직접호명,없음,사제동행세미나,장시열
없음,없음,학점느님,반영안함,없음,사제동행세미나,최웅철
보통,없음,매우 깐깐함,직접호명,없음,MyLab연구II,신성환
보통,없음,비율 채워줌,직접호명,두 번,공학수학(공학인증),이경화
보통,없음,비율 채워줌,직접호명,두 번,공학수학(공학인증),김용희
많음,없음,F 폭격기,직접호명,두 번,공학수학(공학인증),심은화
보통,없음,비율 채워줌,직접호명,두 번,공학수학(공학인증),박미애
보통,없음,비율 채워줌,직접호명,두 번,공학기초수학(공학인증),이경화
보통,없음,비율 채워줌,직접호명,두 번,일반물리II(공학인증),이순남
보통,없음,학점느님,직접호명,두 번,일반물리II(공학인증),이은모
보통,없음,비율 채워줌,직접호명,한 번,일반물리실험II(공학인증),이은모
보통,없음,매우 깐깐함,직접호명,한 번,일반물리실험II(공학인증),김남화
보통,보통,비율 채워줌,지정좌석,한 번,일반화학실험II(공학인증),유연규
없음,없음,비율 채워줌,직접호명,두 번,재료상평형및미세구조,남원종
많음,없음,비율 채워줌,직접호명,두 번,전자재료구조및결함,김용석
보통,없음,매우 깐깐함,직접호명,두 번,공학수학(공학인증),김현미
보통,없음,비율 채워줌,직접호명,두 번,공학수학(공학인증),김광중
보통,없음,학점느님,직접호명,두 번,공학수학(공학인증),송원희
보통,없음,비율 채워줌,직접호명,두 번,일반물리II(공학인증),오형택
보통,없음,학점느님,직접호명,두 번,일반물리실험II(공학인증),문석배
보통,보통,학점느님,직접호명,한 번,일반물리실험II(공학인증),김형식
보통,없음,비율 채워줌,직접호명,두 번,논리회로,오하령
